Product_Name,Brand,Category,Usage_Frequency,Price_USD,Rating,Number_of_Reviews,Skin_Type,Gender_Target,Country_of_Origin
Magic BB Cream,Morphe,Contour,Occasional,45.07,1.4,6176,Combination,Unisex,France
Magic Foundation,Yves Saint Laurent,Eyeliner,Occasional,123.59,1.2,7269,Dry,Male,Australia
Ultra Lip Gloss,Kylie Cosmetics,Blush,Monthly,69.75,3.6,9540,Sensitive,Male,UK
Magic Moisturizer,E.l.f.,CC Cream,Monthly,32.62,4.6,7710,Sensitive,Female,Australia
Divine Eyeliner,Rare Beauty,Powder,Occasional,113.08,4.9,3180,Oily,Female,France
Ultra Moisturizer,Pat McGrath Labs,BB Cream,Occasional,11.43,3.5,4253,Combination,Male,UK
Ultra CC Cream,ColourPop,CC Cream,Occasional,67.6,4.1,5726,Combination,Female,Japan
Magic Contour,Farsali,Face Oil,Weekly,16.7,4.7,4898,Sensitive,Male,Australia
Perfect Lipstick,Charlotte Tilbury,Highlighter,Occasional,81.49,3.5,4932,Oily,Male,Australia
Magic Lipstick,ColourPop,Mascara,Monthly,83.69,1.4,4230,Sensitive,Unisex,Italy
Perfect Eyeliner,KVD Beauty,Mascara,Monthly,121.48,1.9,5803,Combination,Unisex,Australia
Ultra Makeup Remover,Make Up For Ever,Lipstick,Occasional,68.35,4.3,434,Normal,Male,France
Magic Lip Gloss,KVD Beauty,Lipstick,Occasional,32.03,3.8,8489,Normal,Unisex,UK
Perfect Eyeliner,Rare Beauty,Mascara,Monthly,45.04,4.3,5236,Normal,Female,UK
Ultra Powder,Farsali,Bronzer,Daily,82.51,1.1,9071,Combination,Male,UK
Perfect Primer,Sisley,Eyeliner,Daily,45.96,2.4,2465,Normal,Female,UK
Ultra Eyeliner,Fenty Beauty,Foundation,Occasional,69.93,2,1763,Normal,Male,USA
Super Concealer,Farsali,Lip Liner,Occasional,72.62,2.2,5953,Dry,Female,Australia
Super Serum,Bite Beauty,Cleanser,Monthly,61.53,4.1,7451,Oily,Unisex,UK
Perfect Blush,Perricone MD,Moisturizer,Monthly,33.18,2.7,8563,Sensitive,Male,South Korea
Divine Lipstick,Natasha Denona,Contour,Monthly,78.55,1.5,9857,Combination,Unisex,Australia
Magic Lipstick,Tarte,Blush,Occasional,139.44,4.4,8268,Dry,Female,UK
Magic Moisturizer,Pat McGrath Labs,Lip Gloss,Occasional,78.02,2.1,8829,Combination,Female,USA
Ultra BB Cream,Bobby Brown,CC Cream,Monthly,55.04,2.5,8506,Normal,Female,Japan
Super CC Cream,Drunk Elephant,CC Cream,Weekly,96.88,4,6763,Sensitive,Unisex,UK
Perfect Face Mask,Natasha Denona,Concealer,Monthly,12.92,2.6,2629,Oily,Female,Italy
Perfect Lip Liner,Anastasia Beverly Hills,Mascara,Weekly,131.15,2.7,176,Sensitive,Male,Japan
Ultra Concealer,Make Up For Ever,Lip Liner,Occasional,98.4,4.3,5116,Sensitive,Unisex,USA
Magic BB Cream,Ilia Beauty,Highlighter,Occasional,69.41,4.5,9250,Dry,Female,South Korea
Divine BB Cream,Bobby Brown,Makeup Remover,Occasional,41.44,1.1,6111,Oily,Male,South Korea
Ultra Concealer,Huda Beauty,Primer,Monthly,54.2,4.8,4303,Combination,Male,USA
Super Foundation,NARS,Lipstick,Weekly,99.02,2.2,3662,Normal,Male,France
Ultra CC Cream,KVD Beauty,Blush,Weekly,120.51,1.8,773,Dry,Female,Australia
Divine Bronzer,Bobby Brown,Eye Shadow,Monthly,37.66,2.6,992,Dry,Unisex,Australia
Ultra Serum,Pat McGrath Labs,Face Oil,Weekly,11.36,2.3,8107,Normal,Male,France
Ultra Foundation,Morphe,Moisturizer,Monthly,27.65,3.9,9657,Oily,Female,Japan
Ultra Eye Shadow,Farsali,Foundation,Weekly,71.06,2.9,5669,Sensitive,Female,Australia
Ultra Exfoliator,RMS Beauty,Eye Shadow,Weekly,86.28,2,2001,Oily,Unisex,South Korea
Perfect CC Cream,Rare Beauty,Mascara,Daily,135.17,4.5,3189,Normal,Unisex,Australia
Ultra Setting Spray,Juvia’s Place,Lipstick,Monthly,114.12,3.9,2298,Oily,Male,Germany
Super Serum,Huda Beauty,Cleanser,Occasional,72.87,3.1,1842,Dry,Female,France
Perfect Primer,Sisley,Primer,Occasional,141.63,2.2,7566,Combination,Male,France
Perfect Powder,Farsali,Cleanser,Daily,114.49,4.3,1074,Sensitive,Unisex,Italy
Perfect Lip Gloss,Kylie Cosmetics,Primer,Occasional,97.56,1.9,495,Combination,Male,USA
Super Foundation,Tarte,Exfoliator,Weekly,103.62,3.1,731,Oily,Unisex,UK
Magic Powder,Natasha Denona,Exfoliator,Daily,60.7,3,2302,Combination,Female,Germany
Magic BB Cream,Too Faced,Lip Gloss,Weekly,62.19,3.9,817,Combination,Male,South Korea
Ultra Foundation,Milk Makeup,Contour,Weekly,19.18,4.3,888,Normal,Unisex,Japan
Ultra Lip Liner,ColourPop,Exfoliator,Weekly,119.08,3.4,1656,Combination,Female,UK
Divine Concealer,Clinique,Exfoliator,Daily,121.36,4.4,8479,Oily,Male,France
Super Makeup Remover,Milk Makeup,Setting Spray,Monthly,43.86,4.1,6893,Combination,Unisex,UK
Perfect Eye Shadow,Natasha Denona,Concealer,Daily,66.1,1.3,8340,Sensitive,Male,France
Magic Serum,KVD Beauty,BB Cream,Occasional,113.58,1.5,8641,Dry,Female,South Korea
Perfect Highlighter,Charlotte Tilbury,Exfoliator,Weekly,29.6,1.1,584,Combination,Female,UK
Perfect Powder,Morphe,Cleanser,Occasional,98.5,3.4,4579,Dry,Male,Australia
Magic BB Cream,RMS Beauty,Foundation,Monthly,65.34,4.4,3757,Combination,Female,UK
Super Highlighter,Morphe,Bronzer,Weekly,95.92,2.5,1026,Oily,Unisex,UK
Divine Face Mask,Rare Beauty,Highlighter,Weekly,147.66,2.3,3431,Oily,Unisex,South Korea
Ultra Lip Liner,Charlotte Tilbury,Eye Shadow,Occasional,138.64,2.5,9874,Normal,Female,Italy
Ultra Eye Shadow,RMS Beauty,Foundation,Daily,129.13,4,6989,Normal,Male,South Korea
Super BB Cream,Danessa Myricks,Exfoliator,Weekly,127.91,3.8,8382,Normal,Female,Germany
Ultra Concealer,Bobby Brown,Eye Shadow,Monthly,112.31,4.8,7270,Normal,Male,South Korea
Perfect Setting Spray,Milk Makeup,CC Cream,Daily,50.56,1,2018,Sensitive,Male,Germany
Ultra BB Cream,Urban Decay,Exfoliator,Occasional,17.67,3.8,3824,Dry,Male,South Korea
Ultra Foundation,Sisley,Lip Liner,Monthly,58.18,4.5,9623,Oily,Female,Japan
Divine Foundation,Perricone MD,Cleanser,Weekly,67.04,4.6,9148,Sensitive,Unisex,USA
Perfect Exfoliator,Urban Decay,Setting Spray,Daily,54.23,3.9,9019,Oily,Male,Italy
Magic Mascara,Glossier,Serum,Daily,84.71,2.7,6964,Combination,Unisex,UK
Magic Blush,Glossier,Blush,Weekly,38.57,2.7,5557,Sensitive,Male,USA
Divine Setting Spray,E.l.f.,Eye Shadow,Weekly,58.92,1.1,6425,Normal,Male,Germany
Magic Serum,Urban Decay,Bronzer,Occasional,98.07,2.1,7173,Normal,Male,Australia
Divine Mascara,Perricone MD,Powder,Weekly,77.1,1.8,9902,Oily,Unisex,UK
Ultra Powder,Danessa Myricks,Bronzer,Daily,22.78,3.9,9993,Combination,Female,Italy
Ultra Face Mask,Clinique,Face Oil,Weekly,117.62,3.3,8272,Oily,Unisex,Germany
Divine Moisturizer,Laura Mercier,CC Cream,Monthly,135.5,4.9,8873,Combination,Female,South Korea
Perfect Exfoliator,Kiehl’s,Cleanser,Daily,114.58,4,2195,Oily,Female,UK
Perfect Eye Shadow,Make Up For Ever,Primer,Occasional,51.65,2.3,9199,Dry,Male,USA
Ultra Face Oil,Sisley,Serum,Monthly,46.12,3.7,5707,Sensitive,Unisex,Japan
Super Face Oil,Rare Beauty,Blush,Weekly,144.09,3.3,4680,Oily,Male,Australia
Magic Powder,Sisley,Lip Gloss,Daily,120.25,3.5,7934,Oily,Male,France
Super Contour,Natasha Denona,Concealer,Weekly,128.61,2.3,2961,Dry,Female,Japan
Divine Bronzer,Hourglass,Blush,Monthly,88.37,1.9,6425,Oily,Female,France
Perfect Face Oil,Farsali,CC Cream,Weekly,45.89,3.3,8001,Sensitive,Unisex,France
Perfect Face Mask,Anastasia Beverly Hills,Lip Gloss,Weekly,106.56,4.8,5901,Normal,Unisex,Australia
Perfect Foundation,Charlotte Tilbury,Lip Gloss,Weekly,120.56,4.4,7972,Oily,Unisex,South Korea
Divine Eye Shadow,Milk Makeup,BB Cream,Weekly,66.92,4.8,9264,Combination,Male,Italy
Perfect Lip Gloss,Ilia Beauty,Exfoliator,Occasional,110.85,1.2,3292,Combination,Unisex,UK
Super Lip Gloss,KVD Beauty,Serum,Weekly,69.47,1.3,8475,Sensitive,Female,Australia
Magic Blush,Drunk Elephant,Eyeliner,Daily,13.97,3.1,8783,Combination,Unisex,Germany
Magic Primer,Patrick Ta,Mascara,Monthly,70.32,3.3,1667,Normal,Unisex,Japan
Perfect Bronzer,Shiseido,Primer,Weekly,136.95,4.3,3157,Oily,Male,Australia
Magic Lip Liner,Bite Beauty,Contour,Daily,82.64,1.5,7145,Combination,Female,Germany
Ultra Powder,Milk Makeup,Highlighter,Daily,95.68,1.4,4494,Combination,Male,UK
Ultra Moisturizer,Rare Beauty,Powder,Monthly,15.66,4.4,9542,Sensitive,Female,France
Divine Highlighter,Shiseido,Concealer,Occasional,103.43,4.7,2951,Sensitive,Female,France
Ultra Highlighter,Bobby Brown,Lip Liner,Daily,25.55,3.9,7696,Combination,Male,Italy
Divine Blush,Farsali,Eyeliner,Weekly,132.65,3.2,6362,Combination,Male,UK
Ultra Bronzer,Yves Saint Laurent,Mascara,Occasional,23.36,4.1,9527,Combination,Female,Germany
Perfect Mascara,Anastasia Beverly Hills,Face Mask,Occasional,112.57,1.6,3775,Sensitive,Female,USA
Ultra Mascara,KVD Beauty,Foundation,Monthly,41.84,3.1,3943,Dry,Female,Japan
Ultra Blush,Bobby Brown,Face Oil,Daily,34.8,4.9,481,Normal,Male,South Korea
Divine Foundation,Fenty Beauty,Eyeliner,Daily,25.5,2.3,3706,Oily,Female,UK
Ultra Cleanser,Hourglass,Concealer,Daily,41.74,3.3,7228,Oily,Male,USA
Magic Concealer,Shiseido,Eyeliner,Daily,115.74,3.2,5238,Combination,Male,Australia
Ultra Concealer,Drunk Elephant,Primer,Weekly,22.98,1.5,5408,Normal,Unisex,UK
Ultra Lipstick,Tarte,Concealer,Daily,52.15,2.8,6112,Oily,Female,Italy
Divine Highlighter,Pat McGrath Labs,Eyeliner,Monthly,118.93,3.3,2206,Dry,Unisex,Germany
Perfect Lipstick,Kylie Cosmetics,Primer,Occasional,109.88,2.4,3983,Normal,Female,Italy
Ultra Face Mask,Kiehl’s,Bronzer,Daily,135.23,1.1,7594,Sensitive,Female,South Korea
Perfect Face Mask,Laura Mercier,Eye Shadow,Weekly,110.77,1.2,2905,Combination,Male,Japan
Super Lipstick,Patrick Ta,Lip Liner,Monthly,126.44,3.1,7198,Combination,Male,France
Magic Cleanser,Huda Beauty,Eye Shadow,Monthly,61.51,1.5,8281,Combination,Male,UK
Magic Primer,Bourjois,Makeup Remover,Daily,41.97,1.2,6033,Sensitive,Female,Australia
Super Cleanser,Rare Beauty,Highlighter,Monthly,86.47,3.8,7269,Dry,Female,Germany
Divine Blush,Juvia’s Place,Blush,Monthly,137.56,4.9,2076,Combination,Unisex,Japan
Perfect Moisturizer,Ilia Beauty,BB Cream,Monthly,75.27,1.2,6209,Sensitive,Male,South Korea
Divine Makeup Remover,Too Faced,Serum,Occasional,92.4,3.4,6890,Combination,Female,Australia
Magic Powder,NARS,Bronzer,Weekly,89.41,4.7,605,Dry,Unisex,USA
Ultra Lip Liner,E.l.f.,Lipstick,Daily,72.44,2.3,453,Normal,Female,France
Super Lip Liner,Fenty Beauty,Makeup Remover,Daily,114.59,2.9,9569,Normal,Male,USA
Super Eye Shadow,Ilia Beauty,Setting Spray,Daily,29.31,3.8,1135,Normal,Male,USA
Magic Mascara,Tatcha,Exfoliator,Weekly,143.19,4.7,6534,Dry,Male,Italy
Perfect Lipstick,Bite Beauty,Highlighter,Monthly,106,1.7,3241,Combination,Female,Australia
Super Cleanser,Urban Decay,Serum,Monthly,27.43,2.1,5613,Sensitive,Unisex,Japan
Divine Mascara,KVD Beauty,Concealer,Occasional,129.72,3.5,6037,Dry,Male,Italy
Super Lip Gloss,E.l.f.,Eyeliner,Occasional,89.25,1.4,5467,Sensitive,Male,Japan
Ultra Face Oil,Kiehl’s,Face Oil,Daily,60.63,1.4,680,Sensitive,Female,USA
Perfect Lip Gloss,Milk Makeup,Setting Spray,Daily,81.74,1.4,2571,Sensitive,Female,Australia
Magic Primer,Too Faced,Face Mask,Occasional,119.56,1.3,9659,Normal,Female,UK
Perfect Primer,Farsali,Lip Liner,Occasional,90.31,2.3,222,Normal,Female,USA
Super Blush,Milk Makeup,Lip Liner,Monthly,69.13,3.8,7873,Oily,Female,France
Magic Lip Gloss,IT Cosmetics,Face Oil,Daily,51.84,1.6,7642,Combination,Female,Australia
Perfect Blush,Anastasia Beverly Hills,BB Cream,Occasional,120.08,1.9,4369,Oily,Male,Japan
Super Lip Gloss,Sisley,Highlighter,Weekly,80.94,4.2,7929,Dry,Male,Italy
Divine Lip Gloss,Yves Saint Laurent,Makeup Remover,Occasional,127.52,3.6,414,Dry,Unisex,South Korea
Magic Bronzer,Natasha Denona,Foundation,Daily,66.23,4.8,4285,Normal,Male,South Korea
Divine Bronzer,Hourglass,Moisturizer,Monthly,26.03,1.1,5449,Dry,Female,UK
Super Lipstick,Natasha Denona,Blush,Daily,106.05,4.1,4254,Oily,Female,UK
Super Face Mask,Urban Decay,Serum,Monthly,118.09,1.4,6450,Combination,Unisex,USA
Divine Blush,Tatcha,Powder,Monthly,127.23,1.5,3645,Oily,Unisex,Germany
Super Lipstick,Huda Beauty,Lip Liner,Weekly,92.87,2.7,5872,Sensitive,Male,South Korea
Magic Blush,Rare Beauty,Makeup Remover,Daily,111.48,1.2,1670,Normal,Unisex,UK
Perfect Lipstick,Patrick Ta,Powder,Daily,72.04,4.4,504,Sensitive,Female,USA
Super Primer,Perricone MD,Mascara,Monthly,49.78,2.7,4260,Oily,Male,Italy
Divine Exfoliator,Anastasia Beverly Hills,Moisturizer,Weekly,111.92,2.5,1748,Normal,Male,USA
Divine Setting Spray,RMS Beauty,Bronzer,Daily,55.82,2.1,5374,Sensitive,Male,South Korea
Perfect Setting Spray,Farsali,CC Cream,Occasional,147.17,1.3,7309,Dry,Unisex,France
Divine Concealer,Anastasia Beverly Hills,Highlighter,Daily,113.97,3.8,8720,Dry,Female,Australia
Magic Serum,Too Faced,Bronzer,Weekly,130.27,3.5,8866,Combination,Female,France
Super Eye Shadow,Natasha Denona,Powder,Monthly,16.28,1.5,9282,Dry,Unisex,Italy
Magic Cleanser,IT Cosmetics,CC Cream,Daily,37.58,2.2,3709,Sensitive,Male,Italy
Magic Mascara,Farsali,Lip Liner,Monthly,32.99,1.6,3395,Sensitive,Male,Australia
Ultra Moisturizer,Farsali,Contour,Daily,45.27,4.7,3489,Combination,Unisex,USA
Perfect CC Cream,Shiseido,CC Cream,Monthly,102.56,4.7,7935,Sensitive,Male,Japan
Super Serum,Hourglass,Primer,Monthly,106.44,2.4,5670,Normal,Male,Australia
Magic Serum,Huda Beauty,Primer,Occasional,127.15,3.4,4047,Sensitive,Female,France
Ultra Foundation,NARS,Mascara,Occasional,142.41,1.8,9988,Combination,Unisex,South Korea
Ultra Face Mask,Bourjois,Eyeliner,Occasional,87.61,3.2,3098,Dry,Unisex,UK
Ultra Blush,Pat McGrath Labs,Moisturizer,Daily,90.1,3.9,3054,Combination,Female,UK
Divine Blush,Huda Beauty,Mascara,Monthly,25.23,1.5,5181,Sensitive,Female,Italy
Ultra Setting Spray,Huda Beauty,Lip Liner,Daily,118.02,3.3,6221,Normal,Male,UK
Magic Eye Shadow,Kiehl’s,Cleanser,Occasional,147.04,1.4,8507,Combination,Unisex,USA
Super Primer,Tarte,Eye Shadow,Occasional,136.14,1.6,6358,Combination,Female,South Korea
Super BB Cream,Milk Makeup,Serum,Occasional,50.11,3.2,3071,Dry,Female,Germany
Super Moisturizer,Ilia Beauty,Contour,Occasional,144.76,2.7,9796,Combination,Female,Germany
Ultra Blush,Natasha Denona,Primer,Daily,50,2.7,8518,Normal,Female,USA
Magic Lipstick,Bobby Brown,Moisturizer,Weekly,49.56,2.6,7929,Oily,Female,UK
Divine Face Oil,Kiehl’s,Foundation,Daily,79.82,4.6,3243,Sensitive,Female,Germany
Super Foundation,NARS,Lipstick,Occasional,32.15,1.9,6220,Combination,Female,Australia
Divine Primer,Farsali,Concealer,Occasional,10.94,1.5,6647,Oily,Male,USA
Super Makeup Remover,Make Up For Ever,Highlighter,Daily,123.84,1.2,2074,Combination,Male,UK
Ultra Moisturizer,IT Cosmetics,Face Mask,Monthly,33.89,2.1,5797,Dry,Unisex,USA
Divine Mascara,Tarte,Eyeliner,Occasional,129.16,1.7,4991,Normal,Female,UK
Magic Eye Shadow,Clinique,Setting Spray,Monthly,133.54,3.8,8325,Combination,Female,USA
Divine Cleanser,IT Cosmetics,Cleanser,Monthly,67.66,4.5,3663,Dry,Unisex,Italy
Ultra Highlighter,Farsali,Face Mask,Occasional,135.37,3,4818,Dry,Male,France
Perfect Lipstick,E.l.f.,Face Mask,Monthly,73.66,2.1,7801,Normal,Male,France
Divine Face Mask,Kiehl’s,Blush,Occasional,99.65,2.3,1831,Sensitive,Male,France
Perfect Lip Liner,Too Faced,Blush,Weekly,126.64,4.3,3269,Oily,Female,UK
Divine Serum,Rare Beauty,CC Cream,Daily,88.91,1.3,1519,Dry,Unisex,South Korea
Ultra Foundation,Milk Makeup,CC Cream,Daily,42.86,3.4,9975,Sensitive,Female,USA
Magic Makeup Remover,Too Faced,Face Mask,Monthly,129.74,2.9,1195,Oily,Unisex,France
Magic Face Mask,Milk Makeup,Face Mask,Occasional,49.16,3.1,6156,Dry,Male,Australia
Magic Bronzer,Urban Decay,Cleanser,Weekly,112.87,4.6,5753,Sensitive,Male,Germany
Perfect Powder,Rare Beauty,Exfoliator,Weekly,95.25,3.3,109,Oily,Male,Italy
Super Foundation,Anastasia Beverly Hills,Highlighter,Weekly,143.3,3.1,2469,Oily,Male,France
Perfect Face Mask,Danessa Myricks,Eye Shadow,Monthly,13.84,3.5,2248,Sensitive,Male,USA
Magic Mascara,RMS Beauty,Mascara,Monthly,20.39,2.1,1542,Normal,Female,Australia
Ultra Lipstick,Pat McGrath Labs,Eye Shadow,Weekly,59.65,3.3,8658,Oily,Unisex,Italy
Magic Face Oil,KVD Beauty,Lip Gloss,Monthly,40.47,3.7,6541,Dry,Unisex,South Korea
Ultra Exfoliator,Perricone MD,Contour,Weekly,14.02,3.3,8120,Sensitive,Female,Italy
Divine Face Mask,Clinique,Highlighter,Monthly,23.7,4.9,3726,Sensitive,Female,USA
Perfect CC Cream,Fenty Beauty,Face Mask,Occasional,148.98,2.7,6869,Normal,Unisex,UK
Magic Setting Spray,Farsali,Contour,Weekly,135.99,2.3,1206,Oily,Female,Australia
Magic Lip Gloss,ColourPop,Moisturizer,Daily,125.45,4.1,4012,Oily,Female,Japan
Magic Concealer,Morphe,Eye Shadow,Monthly,140.16,4.9,5946,Sensitive,Unisex,Italy
Super BB Cream,Kylie Cosmetics,Bronzer,Daily,143.78,1.6,697,Normal,Unisex,South Korea
Magic Blush,Drunk Elephant,Lipstick,Occasional,38.52,2.9,5632,Dry,Female,Germany
Perfect Eye Shadow,RMS Beauty,Primer,Occasional,63.79,2,2769,Sensitive,Male,USA
Magic CC Cream,Tatcha,Moisturizer,Weekly,10.65,4.1,444,Normal,Unisex,Italy
Perfect Concealer,RMS Beauty,Face Mask,Weekly,14.48,2.6,3554,Combination,Female,France
Ultra Face Oil,Kylie Cosmetics,Lipstick,Weekly,95.77,1.2,2621,Combination,Unisex,Italy
Divine CC Cream,Make Up For Ever,Makeup Remover,Daily,97.27,4.7,543,Sensitive,Male,South Korea
Divine Exfoliator,Danessa Myricks,Moisturizer,Weekly,90.45,1.6,3864,Dry,Unisex,Japan
Ultra Lip Gloss,Make Up For Ever,Eye Shadow,Occasional,106.9,4.9,6242,Combination,Female,South Korea
Ultra Face Mask,Bourjois,CC Cream,Monthly,39.24,5,1191,Sensitive,Female,France
Super Eyeliner,Glossier,Lipstick,Monthly,149.33,4.6,7791,Oily,Female,Australia
Super Lipstick,Ilia Beauty,Primer,Daily,65.51,4.4,7762,Oily,Male,Germany
Ultra Cleanser,Morphe,Lip Liner,Weekly,130,4.8,6945,Normal,Male,South Korea
Perfect Serum,Tatcha,Lipstick,Monthly,93.08,4.8,6054,Combination,Male,France
Divine Foundation,Farsali,Primer,Monthly,143.3,1.4,2636,Dry,Female,Italy
Ultra Exfoliator,Becca,Lipstick,Weekly,117.4,2.2,8768,Combination,Unisex,Germany
Perfect Cleanser,E.l.f.,Lip Gloss,Weekly,94.91,1.9,2146,Dry,Male,Italy
Ultra Concealer,Huda Beauty,Lipstick,Weekly,99.93,4.4,4171,Dry,Male,France
Divine Face Oil,E.l.f.,Foundation,Weekly,12.73,1.5,6494,Dry,Female,Italy
Ultra Face Oil,E.l.f.,Face Mask,Daily,143.2,1.2,170,Combination,Female,USA
Ultra Makeup Remover,Make Up For Ever,Bronzer,Weekly,142.07,2.1,5073,Combination,Female,France
Perfect Serum,Fenty Beauty,Blush,Weekly,142.55,3.9,9477,Oily,Unisex,Japan
Magic Setting Spray,Pat McGrath Labs,Setting Spray,Occasional,21,2.7,4306,Sensitive,Female,Japan
Super Cleanser,Drunk Elephant,Moisturizer,Monthly,92.15,2.6,1457,Oily,Female,Australia
Perfect Blush,Natasha Denona,Contour,Daily,81.28,3.3,5171,Dry,Female,South Korea
Magic Bronzer,Clinique,Bronzer,Occasional,107.53,1.3,8771,Dry,Unisex,France
Divine Lip Liner,Danessa Myricks,Primer,Occasional,90.79,3.5,426,Dry,Unisex,Australia
Magic Lip Liner,Bite Beauty,Blush,Daily,64.33,4.8,6968,Normal,Female,USA
Super Lipstick,NARS,Blush,Weekly,94.58,1.2,8391,Dry,Male,UK
Divine Setting Spray,Danessa Myricks,Eye Shadow,Monthly,108.61,4.8,9249,Normal,Male,Germany
Ultra Eye Shadow,Kylie Cosmetics,Bronzer,Monthly,65.05,1.2,9735,Combination,Female,Japan
Super Foundation,Glossier,Exfoliator,Weekly,77.26,2.2,1448,Oily,Unisex,Australia
Divine Serum,Ilia Beauty,Powder,Weekly,95.3,4.4,7801,Oily,Male,Australia
Perfect Moisturizer,Farsali,Bronzer,Occasional,68.86,1.8,192,Normal,Male,France
Divine Lip Gloss,Natasha Denona,Face Oil,Occasional,125.96,2.6,1934,Dry,Unisex,UK
Super Serum,Tarte,Cleanser,Occasional,149.73,3,2092,Dry,Female,Germany
Magic Face Mask,Glossier,Primer,Daily,21.48,2.3,4725,Normal,Male,France
Perfect Foundation,Charlotte Tilbury,Concealer,Daily,26.87,4.9,5372,Normal,Male,Japan
Divine Powder,Bobby Brown,Mascara,Monthly,133.19,3.2,8878,Combination,Unisex,France
Super Setting Spray,Sisley,Powder,Weekly,33.07,1.4,4490,Normal,Unisex,Australia
Perfect Contour,Natasha Denona,Blush,Occasional,130.5,4.8,5205,Combination,Male,Australia
Divine Contour,Shiseido,Powder,Weekly,20.71,4.3,2315,Normal,Female,USA
Divine BB Cream,Yves Saint Laurent,Powder,Weekly,139.61,1.5,4795,Sensitive,Male,Germany
Magic Contour,Shiseido,Cleanser,Weekly,94.34,4.9,374,Sensitive,Female,USA
Magic Serum,Bite Beauty,Moisturizer,Monthly,107.51,2.7,7943,Oily,Unisex,UK
Magic Primer,Hourglass,Face Mask,Weekly,67.34,1.5,8225,Oily,Male,South Korea
Super Eyeliner,Urban Decay,Face Oil,Occasional,30.44,2.9,3924,Dry,Male,Italy
Magic Face Oil,ColourPop,Exfoliator,Weekly,35.19,2.6,2307,Combination,Unisex,France
Divine Highlighter,Patrick Ta,Concealer,Monthly,142.76,4.1,7953,Sensitive,Male,Japan
Divine Blush,Patrick Ta,Face Oil,Weekly,17,3.5,2189,Dry,Male,UK
Super Primer,Tatcha,Exfoliator,Occasional,15.7,3.6,6987,Combination,Male,Italy
Perfect Bronzer,Glossier,Exfoliator,Monthly,145.18,2,7967,Dry,Female,UK
Magic Exfoliator,Danessa Myricks,Bronzer,Weekly,39.92,5,6657,Normal,Male,UK
Magic Eye Shadow,Natasha Denona,Makeup Remover,Occasional,142.75,4.6,232,Normal,Male,South Korea
Super Face Oil,Tatcha,Setting Spray,Monthly,57.95,3.1,1779,Normal,Unisex,France
Super Cleanser,KVD Beauty,Face Mask,Occasional,107.75,3.4,7116,Normal,Male,Australia
Ultra Eyeliner,IT Cosmetics,Highlighter,Daily,37.02,1,3856,Combination,Male,Germany
Super Exfoliator,Charlotte Tilbury,Powder,Daily,56.58,2.7,5531,Sensitive,Female,Japan
Perfect Blush,Ilia Beauty,Exfoliator,Weekly,48.52,3.5,2080,Combination,Female,Germany
Magic Cleanser,Tatcha,Exfoliator,Occasional,38.29,3.4,7620,Dry,Unisex,Germany
Ultra Makeup Remover,Perricone MD,Setting Spray,Monthly,73.93,1.8,5231,Normal,Male,USA
Ultra Eye Shadow,Becca,Concealer,Monthly,25.15,2.5,5073,Normal,Unisex,South Korea
Perfect Foundation,Rare Beauty,Primer,Daily,50.47,4.5,9411,Normal,Male,France
Super Lipstick,Huda Beauty,Eye Shadow,Occasional,132.94,4.5,9795,Sensitive,Unisex,Japan
Perfect Bronzer,Sisley,Exfoliator,Monthly,59.24,2.3,8685,Oily,Female,Italy
Ultra Makeup Remover,NARS,Eyeliner,Weekly,98.38,2.6,1604,Combination,Female,Australia
Super Primer,Farsali,Powder,Monthly,108.11,4.7,7331,Combination,Unisex,Japan
Ultra Lipstick,Farsali,Lipstick,Daily,49.19,3.6,9738,Normal,Male,Australia
Perfect Concealer,E.l.f.,Exfoliator,Weekly,62.37,4.6,3969,Dry,Unisex,USA
Ultra Mascara,IT Cosmetics,Eye Shadow,Daily,68.73,2.6,6073,Normal,Male,Japan
Super Lipstick,Hourglass,Foundation,Weekly,38.77,4.8,7364,Dry,Female,USA
Divine CC Cream,Urban Decay,Setting Spray,Occasional,136.94,2.7,1620,Dry,Male,Australia
Super Blush,Too Faced,Powder,Occasional,37.76,1,5640,Oily,Female,Australia
Perfect Makeup Remover,Juvia’s Place,Serum,Occasional,90.06,4.6,7264,Oily,Unisex,France
Ultra Bronzer,Morphe,Bronzer,Weekly,37.04,3.4,1744,Normal,Unisex,Italy
Ultra CC Cream,Perricone MD,Eye Shadow,Occasional,128.76,3.7,9663,Oily,Unisex,Italy
Ultra Face Mask,Drunk Elephant,CC Cream,Weekly,142.6,4.2,6312,Sensitive,Unisex,UK
Magic Serum,Shiseido,Exfoliator,Weekly,58.22,4.4,7464,Normal,Male,Japan
Ultra BB Cream,Rare Beauty,Mascara,Occasional,148.61,3.3,5757,Sensitive,Male,Germany
